# ref_application_id 294775143974774
# ref_asset_id -13305
"id"	"title"	"link"	"image_link"	"price"	"availability"	"condition"	"description"	"google_product_category"	"brand"	"additional_image_link"	"color"	"size"	"item_group_id"	"product_type"	"shipping"	"shipping_size"	"custom_label_0"	"custom_label_1"	"custom_label_2"	"custom_label_3"
"37816"	"Herschel Supply Co. Roy Wallet Raven Crosshatch"	"https://www.footshop.cz/cs/penezenky/37816-herschel-supply-co-roy-wallet-raven-crosshatch.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197070"	"790.00 CZK"	"in stock"	"new"	"Herschel Supply Co. Roy Wallet Raven Crosshatch si můžete vybrat ve Footshopu jenom za 790 Kč. Značka: Herschel Supply Co., Barva: Šedá, Dostupné velikosti: Univerzální velikost"	"2668"	"Herschel Supply Co."	"https://www.footshop.cz/Feeds/Crop.php?img=197071,https://www.footshop.cz/Feeds/Crop.php?img=197072"	"Šedá"	"Univerzální velikost"	"37816"	"Peněženky"	"CZ::GLS:69 CZK"	"Univerzální velikost"	""	""	""	"Dostupné velikosti: Univerzální velikost"
"37825"	"Herschel Supply Co. Light Seventeen Hip Pack Black"	"https://www.footshop.cz/cs/ledvinky/37825-herschel-supply-co-light-seventeen-hip-pack-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197052"	"940.00 CZK"	"in stock"	"new"	"Herschel Supply Co. Light Seventeen Hip Pack Black si můžete vybrat ve Footshopu jenom za 940 Kč. Značka: Herschel Supply Co., Barva: Černá, Dostupné velikosti: Univerzální velikost"	"104"	"Herschel Supply Co."	"https://www.footshop.cz/Feeds/Crop.php?img=197053,https://www.footshop.cz/Feeds/Crop.php?img=197054"	"Černá"	"Univerzální velikost"	"37825"	"Ledvinky"	"CZ::GLS:69 CZK"	"Univerzální velikost"	""	""	""	"Dostupné velikosti: Univerzální velikost"
"37523"	"Wood Wood Classic Pants Blue Vintage"	"https://www.footshop.cz/cs/dziny-a-kalhoty/37523-wood-wood-classic-pants-blue-vintage.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197217"	"3990.00 CZK"	"in stock"	"new"	"WOOD WOOD Classic Pants Blue Vintage si můžete vybrat ve Footshopu jenom za 3990 Kč. Značka: WOOD WOOD, Barva: Modrá, Dostupné velikosti: W34/L32,W31/L32,W33/L32"	"204"	"WOOD WOOD"	"https://www.footshop.cz/Feeds/Crop.php?img=197218,https://www.footshop.cz/Feeds/Crop.php?img=197219,https://www.footshop.cz/Feeds/Crop.php?img=197220"	"Modrá"	"W34/L32,W31/L32,W33/L32"	"37523"	"Džíny a kalhoty"	"CZ::GLS:0 CZK"	"W34/L32,W31/L32,W33/L32"	""	""	""	"Dostupné velikosti: W34/L32,W31/L32,W33/L32"
"37557"	"Wood Wood Ace Tee Mint"	"https://www.footshop.cz/cs/tricka/37557-wood-wood-ace-tee-mint.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197251"	"1290.00 CZK"	"in stock"	"new"	"WOOD WOOD Ace Tee Mint si můžete vybrat ve Footshopu jenom za 1290 Kč. Značka: WOOD WOOD, Barva: Zelená, Dostupné velikosti: S,M,L,XL"	"212"	"WOOD WOOD"	"https://www.footshop.cz/Feeds/Crop.php?img=197252,https://www.footshop.cz/Feeds/Crop.php?img=197253"	"Zelená"	"S,M,L,XL"	"37557"	"Trička"	"CZ::GLS:69 CZK"	"S,M,L,XL"	""	""	""	"Dostupné velikosti: S,M,L,XL"
"37568"	"Wood Wood Ian Hoodie Mint"	"https://www.footshop.cz/cs/tricka/37568-wood-wood-ian-hoodie-mint.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197224"	"3390.00 CZK"	"in stock"	"new"	"WOOD WOOD Ian Hoodie Mint si můžete vybrat ve Footshopu jenom za 3390 Kč. Značka: WOOD WOOD, Barva: Zelená, Dostupné velikosti: S,M,L,XL,XXL"	"212"	"WOOD WOOD"	"https://www.footshop.cz/Feeds/Crop.php?img=197225,https://www.footshop.cz/Feeds/Crop.php?img=197226"	"Zelená"	"S,M,L,XL,XXL"	"37568"	"Trička"	"CZ::GLS:0 CZK"	"S,M,L,XL,XXL"	""	""	""	"Dostupné velikosti: S,M,L,XL,XXL"
"37582"	"Wood Wood Han Long Sleeve Tee Black"	"https://www.footshop.cz/cs/tricka/37582-wood-wood-han-long-sleeve-tee-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197257"	"1890.00 CZK"	"in stock"	"new"	"WOOD WOOD Han Long Sleeve Tee Black si můžete vybrat ve Footshopu jenom za 1890 Kč. Značka: WOOD WOOD, Barva: Černá, Dostupné velikosti: S,M,L,XL"	"212"	"WOOD WOOD"	"https://www.footshop.cz/Feeds/Crop.php?img=197258,https://www.footshop.cz/Feeds/Crop.php?img=197259,https://www.footshop.cz/Feeds/Crop.php?img=197260"	"Černá"	"S,M,L,XL"	"37582"	"Trička"	"CZ::GLS:69 CZK"	"S,M,L,XL"	""	""	""	"Dostupné velikosti: S,M,L,XL"
"37708"	"Herschel Supply Co. X Santa Cruz Classic X-Large Backpack Blue"	"https://www.footshop.cz/cs/batohy/37708-herschel-supply-co-x-santa-cruz-classic-x-large-backpack-blue.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197011"	"1840.00 CZK"	"in stock"	"new"	"Herschel Supply Co. x Santa Cruz Classic X-Large Backpack Blue si můžete vybrat ve Footshopu jenom za 1840 Kč. Značka: Herschel Supply Co., Barva: Modrá, Dostupné velikosti: 30 Litrů"	"100"	"Herschel Supply Co."	"https://www.footshop.cz/Feeds/Crop.php?img=197012,https://www.footshop.cz/Feeds/Crop.php?img=197013"	"Modrá"	"30 Litrů"	"37708"	"Batohy"	"CZ::GLS:69 CZK"	"30 Litrů"	""	""	""	"Dostupné velikosti: 30 Litrů"
"37826"	"Herschel Supply Co. Form Large Crossbody Pack Black"	"https://www.footshop.cz/cs/tasky-pres-rameno/37826-herschel-supply-co-form-large-crossbody-pack-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197061"	"1290.00 CZK"	"in stock"	"new"	"Herschel Supply Co. Form Large Crossbody Pack Black si můžete vybrat ve Footshopu jenom za 1290 Kč. Značka: Herschel Supply Co., Barva: Černá, Dostupné velikosti: Univerzální velikost"	"103"	"Herschel Supply Co."	"https://www.footshop.cz/Feeds/Crop.php?img=197062,https://www.footshop.cz/Feeds/Crop.php?img=197063"	"Černá"	"Univerzální velikost"	"37826"	"Tašky přes rameno"	"CZ::GLS:69 CZK"	"Univerzální velikost"	""	""	""	"Dostupné velikosti: Univerzální velikost"
"35661"	"adidas Originals Knit Crewneck Black"	"https://www.footshop.cz/cs/mikiny-a-svetry/35661-adidas-originals-knit-crewneck-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197383"	"2140.00 CZK"	"in stock"	"new"	"adidas Originals Knit Crewneck Black si můžete vybrat ve Footshopu jenom za 2140 Kč. Značka: adidas Originals, Barva: Černá, Dostupné velikosti: S,M,L,XL,XXL"	"212"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=197384,https://www.footshop.cz/Feeds/Crop.php?img=197385"	"Černá"	"S,M,L,XL,XXL"	"35661"	"Mikiny a svetry"	"CZ::GLS:69 CZK"	"S,M,L,XL,XXL"	""	""	""	"Dostupné velikosti: S,M,L,XL,XXL"
"36999"	"adidas Quarzo Fleece Hoodie Active Blue/ White/ Active Green"	"https://www.footshop.cz/cs/mikiny/36999-adidas-quarzo-fleece-hoodie-active-blue-white-active-green.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197392"	"2490.00 CZK"	"in stock"	"new"	"adidas Quarzo Fleece Hoodie Active Blue/ White/ Active Green si můžete vybrat ve Footshopu jenom za 2490 Kč. Značka: adidas Originals, Barva: Modrá, Dostupné velikosti: M,M,L,XL"	"Mikiny"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=197393,https://www.footshop.cz/Feeds/Crop.php?img=197394,https://www.footshop.cz/Feeds/Crop.php?img=197395"	"Modrá"	"M,M,L,XL"	"36999"	"Mikiny"	"CZ::GLS:69 CZK"	"M,M,L,XL"	""	""	""	"Dostupné velikosti: M,M,L,XL"
"37272"	"adidas PT3 Karkaj Windbreaker Black/ Off White"	"https://www.footshop.cz/cs/bundy/37272-adidas-pt3-karkaj-windbreaker-black-off-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197376"	"3890.00 CZK"	"in stock"	"new"	"adidas PT3 Karkaj Windbreaker Black/ Off White si můžete vybrat ve Footshopu jenom za 3890 Kč. Značka: adidas Originals, Barva: Černá, Dostupné velikosti: S,M,L,XL"	"5598"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=197377,https://www.footshop.cz/Feeds/Crop.php?img=197378"	"Černá"	"S,M,L,XL"	"37272"	"Bundy"	"CZ::GLS:0 CZK"	"S,M,L,XL"	""	""	""	"Dostupné velikosti: S,M,L,XL"
"37275"	"adidas Club Jersey Black"	"https://www.footshop.cz/cs/tricka-a-kosile/37275-adidas-club-jersey-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197355"	"990.00 CZK"	"in stock"	"new"	"adidas Club Jersey Black si můžete vybrat ve Footshopu jenom za 990 Kč. Značka: adidas Originals, Barva: Černá, Dostupné velikosti: S,M,L,XL,XXL"	"212"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=197356,https://www.footshop.cz/Feeds/Crop.php?img=197357"	"Černá"	"S,M,L,XL,XXL"	"37275"	"Trička a košile"	"CZ::GLS:69 CZK"	"S,M,L,XL,XXL"	""	""	""	"Dostupné velikosti: S,M,L,XL,XXL"
"36485"	"Nike Air Max 97 Essential Cool Grey/ Wolf Grey-Anthracite-White"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/36485-nike-air-max-97-essential-cool-grey-wolf-grey-anthracite-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197490"	"4590.00 CZK"	"in stock"	"new"	"Nike Air Max 97 Essential Cool Grey/ Wolf Grey-Anthracite-White si můžete vybrat ve Footshopu jenom za 4590 Kč. Značka: Nike, Barva: Šedá, Dostupné velikosti: 40,40.5,41,42,42.5,43,44,44.5,45,45.5,46,47,47.5"	"187"	"Nike"	"https://www.footshop.cz/Feeds/Crop.php?img=197492,https://www.footshop.cz/Feeds/Crop.php?img=197493,https://www.footshop.cz/Feeds/Crop.php?img=197491,https://www.footshop.cz/Feeds/Crop.php?img=197494,https://www.footshop.cz/Feeds/Crop.php?img=197495"	"Šedá"	"40,40.5,41,42,42.5,43,44,44.5,45,45.5,46,47,47.5"	"36485"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"40,40.5,41,42,42.5,43,44,44.5,45,45.5,46,47,47.5"	"nike-air-max-97"	""	""	"Dostupné velikosti: 40,40.5,41,42,42.5,43,44,44.5,45,45.5,46,47,47.5"
"37616"	"The North Face Red Box Tee Storm Blue"	"https://www.footshop.cz/cs/tricka/37616-the-north-face-red-box-tee-storm-blue.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197273"	"790.00 CZK"	"in stock"	"new"	"The North Face Red Box Tee Storm Blue si můžete vybrat ve Footshopu jenom za 790 Kč. Značka: The North Face, Barva: Modrá, Dostupné velikosti: S,M,L,XL"	"212"	"The North Face"	"https://www.footshop.cz/Feeds/Crop.php?img=197274,https://www.footshop.cz/Feeds/Crop.php?img=197275"	"Modrá"	"S,M,L,XL"	"37616"	"Trička"	"CZ::GLS:69 CZK"	"S,M,L,XL"	""	""	""	"Dostupné velikosti: S,M,L,XL"
"37627"	"The North Face Nse Tee Medium Grey Heather"	"https://www.footshop.cz/cs/tricka/37627-the-north-face-nse-tee-medium-grey-heather.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197288"	"790.00 CZK"	"in stock"	"new"	"The North Face NSE Tee Medium Grey Heather si můžete vybrat ve Footshopu jenom za 790 Kč. Značka: The North Face, Barva: Šedá, Dostupné velikosti: M,L,XL,XXL"	"212"	"The North Face"	"https://www.footshop.cz/Feeds/Crop.php?img=197289,https://www.footshop.cz/Feeds/Crop.php?img=197290"	"Šedá"	"M,L,XL,XXL"	"37627"	"Trička"	"CZ::GLS:69 CZK"	"M,L,XL,XXL"	""	""	""	"Dostupné velikosti: M,L,XL,XXL"
"37836"	"Herschel Supply Co. Fifteen Hip Pack Apricot Brandy"	"https://www.footshop.cz/cs/ledvinky/37836-herschel-supply-co-fifteen-hip-pack-apricot-brandy.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197098"	"1040.00 CZK"	"in stock"	"new"	"Herschel Supply Co. Fifteen Hip Pack Apricot Brandy si můžete vybrat ve Footshopu jenom za 1040 Kč. Značka: Herschel Supply Co., Barva: Červená, Dostupné velikosti: Univerzální velikost"	"104"	"Herschel Supply Co."	"https://www.footshop.cz/Feeds/Crop.php?img=197099,https://www.footshop.cz/Feeds/Crop.php?img=197100"	"Červená"	"Univerzální velikost"	"37836"	"Ledvinky"	"CZ::GLS:69 CZK"	"Univerzální velikost"	""	""	""	"Dostupné velikosti: Univerzální velikost"
"37841"	"Herschel Supply Co. Carry-On Trade Luggage Dark Shadow"	"https://www.footshop.cz/cs/batohy-a-tasky/37841-herschel-supply-co-carry-on-trade-luggage-dark-shadow.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197169"	"4640.00 CZK"	"in stock"	"new"	"Herschel Supply Co. Carry-On Trade Luggage Dark Shadow si můžete vybrat ve Footshopu jenom za 4640 Kč. Značka: Herschel Supply Co., Barva: Šedá, Dostupné velikosti: 34 Litrů"	"100"	"Herschel Supply Co."	"https://www.footshop.cz/Feeds/Crop.php?img=197170,https://www.footshop.cz/Feeds/Crop.php?img=197171,https://www.footshop.cz/Feeds/Crop.php?img=197172,https://www.footshop.cz/Feeds/Crop.php?img=197173"	"Šedá"	"34 Litrů"	"37841"	"Batohy a tašky"	"CZ::GLS:0 CZK"	"34 Litrů"	""	""	""	"Dostupné velikosti: 34 Litrů"
"37003"	"adidas PT3 Track Top Black"	"https://www.footshop.cz/cs/bundy/37003-adidas-pt3-track-top-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197373"	"2490.00 CZK"	"in stock"	"new"	"adidas PT3 Track Top Black si můžete vybrat ve Footshopu jenom za 2490 Kč. Značka: adidas Originals, Barva: Černá, Dostupné velikosti: S,M,L,XL"	"5598"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=197374,https://www.footshop.cz/Feeds/Crop.php?img=197375"	"Černá"	"S,M,L,XL"	"37003"	"Bundy"	"CZ::GLS:69 CZK"	"S,M,L,XL"	""	""	""	"Dostupné velikosti: S,M,L,XL"
"37518"	"Wood Wood Roy Swim Short Bright Blue"	"https://www.footshop.cz/cs/sortky/37518-wood-wood-roy-swim-short-bright-blue.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197409"	"2290.00 CZK"	"in stock"	"new"	"WOOD WOOD Roy Swim Short Bright Blue si můžete vybrat ve Footshopu jenom za 2290 Kč. Značka: WOOD WOOD, Barva: Modrá, Dostupné velikosti: L,XL,S,M"	"207"	"WOOD WOOD"	"https://www.footshop.cz/Feeds/Crop.php?img=197410,https://www.footshop.cz/Feeds/Crop.php?img=197411"	"Modrá"	"L,XL,S,M"	"37518"	"Šortky"	"CZ::GLS:69 CZK"	"L,XL,S,M"	""	""	""	"Dostupné velikosti: L,XL,S,M"
"37581"	"Wood Wood Roy Swim Shorts Navy/ Off White Stripe"	"https://www.footshop.cz/cs/obleceni/37581-wood-wood-roy-swim-shorts-navy-off-white-stripe.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197412"	"2290.00 CZK"	"in stock"	"new"	"WOOD WOOD Roy Swim Shorts Navy/ Off White Stripe si můžete vybrat ve Footshopu jenom za 2290 Kč. Značka: WOOD WOOD, Barva: Modrá, Dostupné velikosti: M,L,XL,S"	"Oblečení"	"WOOD WOOD"	"https://www.footshop.cz/Feeds/Crop.php?img=197413,https://www.footshop.cz/Feeds/Crop.php?img=197414"	"Modrá"	"M,L,XL,S"	"37581"	"Oblečení"	"CZ::GLS:69 CZK"	"M,L,XL,S"	""	""	""	"Dostupné velikosti: M,L,XL,S"
"37310"	"adidas PT3 Hoodie Black"	"https://www.footshop.cz/cs/mikiny-a-svetry/37310-adidas-pt3-hoodie-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197389"	"2490.00 CZK"	"in stock"	"new"	"adidas PT3 Hoodie Black si můžete vybrat ve Footshopu jenom za 2490 Kč. Značka: adidas Originals, Barva: Černá, Dostupné velikosti: S,M,L,XL"	"212"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=197390,https://www.footshop.cz/Feeds/Crop.php?img=197391"	"Černá"	"S,M,L,XL"	"37310"	"Mikiny a svetry"	"CZ::GLS:69 CZK"	"S,M,L,XL"	""	""	""	"Dostupné velikosti: S,M,L,XL"
"37839"	"Herschel Supply Co. Form Crossbody Large Pack Brushstroke Camo"	"https://www.footshop.cz/cs/tasky-pres-rameno/37839-herschel-supply-co-form-crossbody-large-pack-brushstroke-camo.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197095"	"1290.00 CZK"	"in stock"	"new"	"Herschel Supply Co. Form Crossbody Large Pack Brushstroke Camo si můžete vybrat ve Footshopu jenom za 1290 Kč. Značka: Herschel Supply Co., Barva: Zelená, Dostupné velikosti: Univerzální velikost"	"103"	"Herschel Supply Co."	"https://www.footshop.cz/Feeds/Crop.php?img=197096,https://www.footshop.cz/Feeds/Crop.php?img=197097"	"Zelená"	"Univerzální velikost"	"37839"	"Tašky přes rameno"	"CZ::GLS:69 CZK"	"Univerzální velikost"	""	""	""	"Dostupné velikosti: Univerzální velikost"
"37542"	"Wood Wood Ace Tee Grey Melange"	"https://www.footshop.cz/cs/tricka/37542-wood-wood-ace-tee-grey-melange.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197402"	"1290.00 CZK"	"in stock"	"new"	"WOOD WOOD Ace Tee Grey Melange si můžete vybrat ve Footshopu jenom za 1290 Kč. Značka: WOOD WOOD, Barva: Šedá, Dostupné velikosti: XXL"	"212"	"WOOD WOOD"	"https://www.footshop.cz/Feeds/Crop.php?img=197403,https://www.footshop.cz/Feeds/Crop.php?img=197404"	"Šedá"	"XXL"	"37542"	"Trička"	"CZ::GLS:69 CZK"	"XXL"	""	""	""	"Dostupné velikosti: XXL"
"37837"	"Herschel Supply Co. Small Form Crossbody Brushstroke Camo"	"https://www.footshop.cz/cs/tasky-pres-rameno/37837-herschel-supply-co-small-form-crossbody-brushstroke-camo.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197162"	"1040.00 CZK"	"in stock"	"new"	"Herschel Supply Co. Small Form Crossbody Brushstroke Camo si můžete vybrat ve Footshopu jenom za 1040 Kč. Značka: Herschel Supply Co., Barva: Hnědá, Dostupné velikosti: Univerzální velikost"	"103"	"Herschel Supply Co."	"https://www.footshop.cz/Feeds/Crop.php?img=197163,https://www.footshop.cz/Feeds/Crop.php?img=197164"	"Hnědá"	"Univerzální velikost"	"37837"	"Tašky přes rameno"	"CZ::GLS:69 CZK"	"Univerzální velikost"	""	""	""	"Dostupné velikosti: Univerzální velikost"
"37311"	"adidas PT3 Crewneck Black"	"https://www.footshop.cz/cs/mikiny-a-svetry/37311-adidas-pt3-crewneck-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197367"	"2340.00 CZK"	"in stock"	"new"	"adidas PT3 Crewneck Black si můžete vybrat ve Footshopu jenom za 2340 Kč. Značka: adidas Originals, Barva: Černá, Dostupné velikosti: S,M,L,XL"	"212"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=197368,https://www.footshop.cz/Feeds/Crop.php?img=197369"	"Černá"	"S,M,L,XL"	"37311"	"Mikiny a svetry"	"CZ::GLS:69 CZK"	"S,M,L,XL"	""	""	""	"Dostupné velikosti: S,M,L,XL"
"37524"	"Wood Wood Bob Jeans Black"	"https://www.footshop.cz/cs/dziny/37524-wood-wood-bob-jeans-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197406"	"3390.00 CZK"	"in stock"	"new"	"WOOD WOOD Bob Jeans Black si můžete vybrat ve Footshopu jenom za 3390 Kč. Značka: WOOD WOOD, Barva: Černá, Dostupné velikosti: W30/L32,W31/L32,W33/L32,W32/L32"	"Džíny"	"WOOD WOOD"	"https://www.footshop.cz/Feeds/Crop.php?img=197407,https://www.footshop.cz/Feeds/Crop.php?img=197408"	"Černá"	"W30/L32,W31/L32,W33/L32,W32/L32"	"37524"	"Džíny"	"CZ::GLS:0 CZK"	"W30/L32,W31/L32,W33/L32,W32/L32"	""	""	""	"Dostupné velikosti: W30/L32,W31/L32,W33/L32,W32/L32"
"37605"	"The North Face '92 Rto Rage Rain Jacket Black"	"https://www.footshop.cz/cs/bundy/37605-the-north-face-92-rto-rage-rain-jacket-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197291"	"6890.00 CZK"	"in stock"	"new"	"The North Face '92 Rto Rage Rain Jacket Black si můžete vybrat ve Footshopu jenom za 6890 Kč. Značka: The North Face, Barva: Černá, Dostupné velikosti: S,M,L,XL"	"5598"	"The North Face"	"https://www.footshop.cz/Feeds/Crop.php?img=197292,https://www.footshop.cz/Feeds/Crop.php?img=197293"	"Černá"	"S,M,L,XL"	"37605"	"Bundy"	"CZ::GLS:0 CZK"	"S,M,L,XL"	""	""	""	"Dostupné velikosti: S,M,L,XL"
"37622"	"The North Face Longsleeve Easy Tee Asphalt Grey/ Citron"	"https://www.footshop.cz/cs/tricka/37622-the-north-face-longsleeve-easy-tee-asphalt-grey-citron.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197282"	"990.00 CZK"	"in stock"	"new"	"The North Face Longsleeve Easy Tee Asphalt Grey/ Citron si můžete vybrat ve Footshopu jenom za 990 Kč. Značka: The North Face, Barva: Šedá, Dostupné velikosti: S,M,L,XL,XXL"	"212"	"The North Face"	"https://www.footshop.cz/Feeds/Crop.php?img=197283,https://www.footshop.cz/Feeds/Crop.php?img=197284"	"Šedá"	"S,M,L,XL,XXL"	"37622"	"Trička"	"CZ::GLS:69 CZK"	"S,M,L,XL,XXL"	""	""	""	"Dostupné velikosti: S,M,L,XL,XXL"
"26775"	"Herschel Supply Co. Hank + Coin Wallet Black Pebbled Leather"	"https://www.footshop.cz/cs/penezenky/26775-herschel-supply-co-hank-coin-wallet-black-pebbled-leather.html"	"https://www.footshop.cz/Feeds/Crop.php?img=147893"	"1290.00 CZK"	"in stock"	"new"	"Herschel Supply Co. Hank + Coin Wallet Black Pebbled Leather si můžete vybrat ve Footshopu jenom za 1290 Kč. Značka: Herschel Supply Co., Barva: Černá, Dostupné velikosti: Univerzální velikost"	"2668"	"Herschel Supply Co."	"https://www.footshop.cz/Feeds/Crop.php?img=147894,https://www.footshop.cz/Feeds/Crop.php?img=147892"	"Černá"	"Univerzální velikost"	"26775"	"Peněženky"	"CZ::GLS:69 CZK"	"Univerzální velikost"	""	"1540 Kč"	"16"	"Dostupné velikosti: Univerzální velikost"
"37574"	"Alpha Industries Ma-1 Vflw Wmn Sage Green/ Gold"	"https://www.footshop.cz/cs/bombery/37574-alpha-industries-ma-1-vflw-wmn-sage-green-gold.html"	"https://www.footshop.cz/Feeds/Crop.php?img=196832"	"3890.00 CZK"	"in stock"	"new"	"Alpha Industries MA-1 VFLW Wmn Sage Green/ Gold si můžete vybrat ve Footshopu jenom za 3890 Kč. Značka: Alpha Industries Inc., Barva: Zelená, Dostupné velikosti: XS,S,M,L"	"5598"	"Alpha Industries Inc."	"https://www.footshop.cz/Feeds/Crop.php?img=196833,https://www.footshop.cz/Feeds/Crop.php?img=196834"	"Zelená"	"XS,S,M,L"	"37574"	"Bombery"	"CZ::GLS:0 CZK"	"XS,S,M,L"	""	""	""	"Dostupné velikosti: XS,S,M,L"
"37599"	"Soulland Slake Tee White"	"https://www.footshop.cz/cs/tricka/37599-soulland-slake-tee-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197192"	"1590.00 CZK"	"in stock"	"new"	"Soulland Slake Tee White si můžete vybrat ve Footshopu jenom za 1590 Kč. Značka: Soulland, Barva: Bílá, Dostupné velikosti: S,M,L,XL"	"212"	"Soulland"	"https://www.footshop.cz/Feeds/Crop.php?img=197193,https://www.footshop.cz/Feeds/Crop.php?img=197194"	"Bílá"	"S,M,L,XL"	"37599"	"Trička"	"CZ::GLS:69 CZK"	"S,M,L,XL"	""	""	""	"Dostupné velikosti: S,M,L,XL"
"37610"	"Soulland Cornwall Shirt Multicolor"	"https://www.footshop.cz/cs/kosile/37610-soulland-cornwall-shirt-multicolor.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197195"	"4140.00 CZK"	"in stock"	"new"	"Soulland Cornwall Shirt Multicolor si můžete vybrat ve Footshopu jenom za 4140 Kč. Značka: Soulland, Barva: Bílá, Dostupné velikosti: S,M,L,XL"	"212"	"Soulland"	"https://www.footshop.cz/Feeds/Crop.php?img=197196,https://www.footshop.cz/Feeds/Crop.php?img=197197"	"Bílá"	"S,M,L,XL"	"37610"	"Košile"	"CZ::GLS:0 CZK"	"S,M,L,XL"	""	""	""	"Dostupné velikosti: S,M,L,XL"
"37585"	"Alpha Industries Basic Hoodie Black/ Gold"	"https://www.footshop.cz/cs/mikiny/37585-alpha-industries-basic-hoodie-black-gold.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197311"	"1690.00 CZK"	"in stock"	"new"	"Alpha Industries Basic Hoodie Black/ Gold si můžete vybrat ve Footshopu jenom za 1690 Kč. Značka: Alpha Industries Inc., Barva: Černá, Dostupné velikosti: S,M,L,XL,XXL"	"Mikiny"	"Alpha Industries Inc."	"https://www.footshop.cz/Feeds/Crop.php?img=197312,https://www.footshop.cz/Feeds/Crop.php?img=197313"	"Černá"	"S,M,L,XL,XXL"	"37585"	"Mikiny"	"CZ::GLS:69 CZK"	"S,M,L,XL,XXL"	""	""	""	"Dostupné velikosti: S,M,L,XL,XXL"
"37586"	"Alpha Industries Basic Hoodie Grey Heather"	"https://www.footshop.cz/cs/mikiny/37586-alpha-industries-basic-hoodie-grey-heather.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197346"	"1690.00 CZK"	"in stock"	"new"	"Alpha Industries Basic Hoodie Grey Heather si můžete vybrat ve Footshopu jenom za 1690 Kč. Značka: Alpha Industries Inc., Barva: Šedá, Dostupné velikosti: S,M,L,XL,XXL"	"Mikiny"	"Alpha Industries Inc."	"https://www.footshop.cz/Feeds/Crop.php?img=197347,https://www.footshop.cz/Feeds/Crop.php?img=197348"	"Šedá"	"S,M,L,XL,XXL"	"37586"	"Mikiny"	"CZ::GLS:69 CZK"	"S,M,L,XL,XXL"	""	""	""	"Dostupné velikosti: S,M,L,XL,XXL"
"37593"	"Alpha Industries Windbreaker Woodland Camo 65"	"https://www.footshop.cz/cs/bundy/37593-alpha-industries-windbreaker-woodland-camo-65.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197314"	"3640.00 CZK"	"in stock"	"new"	"Alpha Industries Windbreaker Woodland Camo 65 si můžete vybrat ve Footshopu jenom za 3640 Kč. Značka: Alpha Industries Inc., Barva: Zelená, Dostupné velikosti: S,M,L,XL,XXL"	"5598"	"Alpha Industries Inc."	"https://www.footshop.cz/Feeds/Crop.php?img=197315,https://www.footshop.cz/Feeds/Crop.php?img=197316"	"Zelená"	"S,M,L,XL,XXL"	"37593"	"Bundy"	"CZ::GLS:0 CZK"	"S,M,L,XL,XXL"	""	""	""	"Dostupné velikosti: S,M,L,XL,XXL"
